CustumerId,Speed,RPM,EngineLoad
131505,7,898,44
133384,7,898,44
131504,1,917,32
133424,1,917,32
131503,0,774,38
133468,0,774,38
131502,0,776,38
133495,0,776,38
133523,0,782,39
131501,0,782,39
133567,0,781,38
131583,0,781,38
131582,0,781,39
133593,0,781,39
131581,0,778,37
133628,0,778,37
133651,0,780,36
131580,0,780,36
131579,0,780,39
133697,0,780,39
133723,0,779,38
133757,0,774,35
133780,0,780,38
133850,0,776,39
133936,0,786,38
133902,0,786,38
133976,0,776,36
134012,0,783,36
134065,0,785,39
134324,0,785,39
134323,0,781,38
134322,0,781,38
134321,0,780,0
134320,0,777,37
134361,0,780,2
134398,0,781,2
134480,0,776,37
134589,0,780,37
134588,0,780,38
134587,0,0,38
134638,0,780,35
134682,0,780,38
134716,0,778,38
134767,0,777,37
134816,0,777,37
134854,0,783,37
134888,0,784,39
135020,0,778,37
135065,0,788,39
135104,0,781,36
135148,0,783,37
135184,0,777,36
135230,0,786,36
135251,0,781,38
135305,0,781,38
135329,0,782,34
135367,0,768,39
135417,7,946,86
135469,19,1747,0
135548,25,1783,43
135547,24,1654,1
135582,11,879,31
135612,6,964,36
135635,7,963,96
135675,15,1353,9
135790,24,1706,41
135738,24,1706,41
135830,25,1783,31
135829,26,1778,20
135909,22,1550,9
135936,12,843,38
135977,6,901,42
136024,0,840,38
136050,0,776,44
136096,0,776,44
136194,6,714,69
136180,6,714,69
136272,5,923,49
136271,8,939,38
136270,1,914,48
136440,2,886,70
136356,2,886,70
136451,2,886,70
136450,2,1396,55
136552,15,899,26
136551,12,830,40
136558,13,956,96
136584,13,956,96
136617,17,1240,72
136557,17,1240,72
136641,6,880,38
136687,0,882,49
136726,0,873,56
136751,1,895,58
136797,2,937,55
136803,2,937,55
136874,2,937,55
136893,4,890,71
136956,7,904,58
137003,7,904,58
137002,4,908,63
137001,5,953,58
137029,15,1859,42
137194,14,949,27
137183,14,949,27
137182,19,1327,59
137193,19,1327,59
137255,26,1806,15
137290,26,1806,15
137381,23,1175,0
137254,23,1175,0
137380,10,887,1
137387,6,893,35
137386,9,1095,81
137486,13,1536,15
137484,15,1244,72
137513,24,0,42
137512,27,1897,23
137564,31,1979,1
137597,29,1329,46
137632,33,1470,21
137684,32,1494,32
137721,37,1660,26
137760,34,1558,18
137827,32,1393,0
137880,29,1311,30
137924,29,1261,7
138016,30,1359,59
138105,30,1353,5
138202,30,1353,5
138201,27,1221,27
138200,26,1162,21
138257,25,1111,20
138285,25,1140,77
138505,34,1526,53
138364,34,1526,53
138504,32,1447,0
138573,27,1254,67
138569,27,1254,67
138644,36,1657,74
138568,36,1657,74
138643,51,2332,94
138678,56,1768,34
138717,44,1410,0
138772,34,1085,0
138790,19,926,27
138849,14,956,81
138889,13,962,97
138929,23,1634,72
138968,32,1537,2
139001,32,1385,9
139064,29,1299,22
139063,27,1219,52
139098,26,1146,27
139119,21,957,18
139207,24,1078,94
139190,24,1078,94
139257,27,1237,28
139275,27,1212,20
139298,29,1303,54
139338,34,1549,19
139355,43,1936,45
139384,43,1920,0
139413,37,875,28
139454,23,907,30
139509,18,916,30
139587,18,916,30
139586,12,914,33
139620,12,1039,96
139767,12,884,63
139656,12,884,63
139766,7,958,34
139835,3,891,58
139865,0,835,32
139864,0,774,41
139904,0,736,47
139951,2,0,0
139998,200,0,0
140056,0,1023,92
140110,16,2058,56
140187,17,1194,37
140227,19,1329,19
140250,23,1609,10
140291,19,1287,0
140336,22,1573,48
132445,22,1573,48
132444,21,1416,2
140382,21,1416,2
140436,16,1168,49
132443,16,1168,49
132442,20,1356,9
140474,20,1356,9
140525,10,910,31
132441,10,910,31
132487,20,1461,3
132486,22,1545,5
132485,15,1290,58
132484,20,1545,52
132483,14,930,14
132505,10,906,14
132539,5,875,51
132538,5,890,68
132537,5,930,68
132536,3,901,41
132535,0,901,45
140571,0,777,47
132572,0,777,47
132571,0,781,45
140623,0,781,45
140674,0,779,44
132570,0,779,44
132569,0,784,45
140765,0,784,45
140764,0,774,45
132568,0,774,45
140763,0,780,45
140812,0,780,45
140811,0,777,45
140810,0,778,45
140809,0,779,46
140808,0,777,45
140866,0,779,46
140936,0,779,46
132661,0,779,46
140904,0,779,46
140865,0,778,48
140903,0,778,48
140935,0,778,48
132660,0,778,48
140902,0,780,48
132659,0,780,48
140934,0,780,48
140864,0,780,48
140863,0,780,47
140933,0,780,47
132658,0,780,47
140901,0,780,47
132740,0,781,48
140862,0,781,48
140932,0,781,48
140900,0,781,48
132738,0,778,48
140980,0,778,48
140979,0,781,48
132737,0,781,48
132736,0,778,48
140978,0,778,48
140977,0,776,52
132735,0,776,52
132743,0,779,50
132742,0,777,50
132741,0,773,50
132739,0,777,52
132734,0,775,53
140976,0,782,51
141018,0,781,51
141017,0,783,52
141016,0,780,52
141015,0,782,50
141014,0,784,52
132777,0,778,51
132776,0,772,55
132775,9,1107,79
132770,14,1031,40
132797,20,1466,64
132796,31,1343,0
132795,36,1632,23
132794,35,1585,43
132793,39,1777,33
132814,41,1857,42
132813,40,1848,7
132812,36,1605,0
132811,32,1397,9
132810,33,1506,45
132830,41,1899,83
132829,47,2194,0
132828,50,2237,44
132827,34,1188,0
141050,12,884,64
132826,10,898,0
132847,12,884,64
141051,8,804,64
132849,8,804,64
141049,24,1639,64
132845,24,1639,64
132844,30,1980,64
141048,30,1980,64
141047,31,2196,26
132838,31,2196,26
141084,31,0,26
132874,31,0,26
132873,31,0,29
141083,31,0,29
132872,24,914,36
141082,24,914,36
141081,23,914,36
132871,23,914,36
141080,23,920,35
132870,23,920,35
132914,23,920,36
132913,23,1447,21
132912,19,882,82
132911,23,1646,65
132910,25,1756,16
132950,23,1604,5
132949,15,864,29
132948,8,904,37
132947,3,914,36
132942,1,915,36
132996,0,771,45
132995,0,776,48
132994,0,776,50
132993,0,777,50
132990,0,778,50
133024,0,781,49
133023,0,782,50
133022,0,779,50
133021,0,783,50
133020,0,1008,74
141117,2,841,58
133049,2,841,58
133048,4,925,36
141116,4,925,36
141115,0,765,49
133047,0,765,49
141114,0,774,51
133046,0,774,51
133045,0,780,50
141113,0,780,50
141155,0,779,50
141154,0,782,50
141153,0,780,50
141152,0,782,50
141148,0,781,51
141192,0,781,50
133130,2,1387,29
141190,2,1387,29
141188,10,846,36
133129,10,846,36
133128,7,870,34
141187,7,870,34
141186,11,1357,38
133127,11,1357,38
133169,14,1807,7
133168,6,840,34
133167,1,900,35
133166,0,735,56
133162,2,900,61
133214,7,898,36
133213,2,914,35
133212,0,750,53
133211,2,934,0
133210,0,910,34
141221,0,744,31
141220,0,775,49
141219,0,778,50
141218,0,778,59
141214,4,923,53
141254,8,896,32
141286,8,896,32
133282,6,896,38
133281,0,0,35
133280,0,754,51
133279,0,754,49
133278,0,927,67
133275,0,1022,15
133300,8,1018,59
133299,9,907,23
133298,7,921,32
133323,6,928,34
133322,4,918,37
133321,3,862,63
133320,7,966,28
133319,10,1265,5
133358,8,1003,16
133357,7,917,30
133356,2,912,34
133355,0,903,34
133354,0,764,50
133389,2,913,56
133388,4,921,27
133387,1,913,36
133386,0,767,44
133385,0,776,48
133429,0,781,49
133428,2,926,51
133427,3,901,35
133426,2,914,37
133425,0,849,35
133473,0,710,68
133472,6,914,35
133471,1,916,36
133470,0,865,34
133469,0,777,49
133500,0,781,49
133499,0,781,48
133498,0,780,48
133497,0,778,48
133496,0,778,49
133528,0,779,48
133527,0,778,49
133526,1,888,65
133525,8,979,32
133524,6,913,36
133572,1,919,35
133571,2,902,46
133570,3,911,43
133569,3,931,34
133568,0,818,36
133598,0,770,49
133597,0,750,49
133596,2,943,49
133595,2,911,49
133594,0,754,40
133633,0,771,47
133632,1,743,71
133631,11,743,12
133630,12,0,31
133629,0,1554,18
133656,12,1552,16
133655,12,1552,15
133654,12,1392,11
133653,11,1404,16
133652,11,1094,1
133708,4,894,30
133707,1,893,35
133706,3,946,42
133704,1,919,34
133698,0,751,49
133728,0,778,47
133727,0,778,47
133726,0,780,47
133725,0,779,47
133724,0,780,49
133762,0,780,49
133761,0,781,49
133760,0,768,56
133759,3,951,55
133758,2,907,37
133786,1,846,70
133784,5,919,29
133783,2,890,52
133782,5,917,37
133781,1,918,36
133855,0,786,42
133854,0,832,57
133853,1,871,34
133852,1,909,36
133851,0,830,27
141253,0,769,49
133914,0,769,49
141285,0,769,49
141252,0,779,49
141284,0,779,49
133913,0,779,49
141251,0,779,49
141283,0,779,49
133909,0,779,49
133906,2,917,56
141282,2,917,56
141250,2,917,56
133904,3,892,47
141354,3,892,47
133941,1,927,36
133940,0,749,50
133939,0,775,50
133938,0,779,49
133937,1,894,92
133981,7,936,14
133980,7,913,43
133979,11,1434,42
133978,14,1649,3
133977,3,888,0
134020,3,876,37
134019,3,928,43
134018,1,1207,57
134017,5,888,45
134013,5,870,51
134070,7,898,32
141353,7,898,32
141352,8,1344,60
134069,8,1344,60
134068,5,881,30
141351,5,881,30
134067,6,815,98
141370,6,815,98
141369,6,3,23
134066,6,3,23
141368,6,1511,10
141367,6,988,9
141366,13,934,51
141393,13,890,46
141391,7,903,38
141390,6,966,40
141389,1,908,35
141388,0,751,49
141426,0,778,47
141425,0,781,46
141424,0,779,46
141423,0,781,46
141422,0,778,46
141454,0,778,46
141453,0,779,46
141452,0,777,48
141451,0,781,47
141450,0,778,47
141486,0,779,49
141484,0,782,48
141482,0,778,48
141480,0,781,48
141478,0,781,49
141514,0,778,49
141513,0,779,49
141512,0,782,48
141511,0,780,47
141510,0,781,49
141633,0,777,49
134325,0,782,48
134369,0,780,49
134368,0,782,49
134367,0,776,50
134366,0,782,49
134362,0,779,49
134403,0,778,50
134402,0,780,49
134401,0,781,49
134400,0,783,48
134399,12,1534,43
134436,14,1026,72
141632,14,1026,72
134435,17,1153,14
141631,17,1153,14
141630,17,1236,43
134434,17,1236,43
134433,20,1394,42
141629,20,1394,42
134432,21,1514,9
141743,21,1514,9
134485,20,1395,5
134484,10,883,25
134483,9,923,23
134482,6,920,0
134481,5,920,25
141742,7,888,25
141741,7,894,36
141740,6,919,36
141739,2,918,35
141863,0,920,0
141862,0,746,27
134572,0,779,46
134571,0,777,46
134570,0,0,46
134569,0,0,46
134568,0,783,47
134563,0,781,47
134594,0,779,47
134593,0,775,47
134590,0,779,46
134643,0,777,48
134642,0,778,47
134641,0,781,48
134640,0,778,48
134639,0,778,48
134687,0,780,49
134686,0,778,47
134685,0,780,49
134684,0,779,49
134683,0,782,49
134721,0,780,49
134720,0,781,49
134719,0,778,48
134718,0,782,50
134717,0,782,50
134772,0,780,49
141861,0,780,49
134771,0,783,50
141860,0,783,50
141859,0,782,50
134770,0,782,50
142009,0,780,49
134769,0,780,49
142006,0,780,50
134768,0,780,50
134821,0,781,50
134820,0,781,50
134819,0,779,50
134818,0,780,49
134817,0,780,49
134859,0,781,51
134858,0,780,50
134857,0,781,50
134856,0,780,50
134855,0,784,51
134893,0,779,50
134892,0,777,49
134891,0,780,50
134890,0,783,48
134889,1,811,29
134929,1,915,28
134928,0,1010,38
134927,14,1824,31
134926,16,1162,53
134925,20,1384,39
134973,15,1043,3
134972,10,903,82
134971,14,970,0
134970,9,886,32
134969,11,912,73
135025,14,1013,74
135024,7,872,10
135023,8,856,40
135022,6,871,66
135021,6,914,21
135070,6,888,72
135069,8,960,49
135068,14,1000,49
135067,17,1225,11
135066,17,1152,41
135109,19,1340,50
135108,21,1470,14
135107,19,1325,10
135106,21,1468,32
135105,23,1599,17
135153,24,1692,32
135152,25,1750,16
135151,27,1819,18
135150,29,1311,61
135149,33,1478,19
135190,33,1463,28
135189,33,1495,32
135188,34,1592,34
135187,37,1685,41
135186,41,1327,66
135235,43,1433,19
135234,41,1322,0
135233,42,1378,54
135232,48,1541,58
135231,54,1761,82
135256,51,1646,0
142005,51,1646,0
142003,48,1576,57
135255,48,1576,57
142001,49,1587,6
135254,49,1587,6
135253,47,1504,19
142125,47,1504,19
142124,46,1491,6
135252,46,1491,6
135311,46,1462,2
135309,43,1403,41
135308,45,1438,3
135307,41,1310,41
135306,45,1444,52
135334,45,1428,11
135333,43,1391,7
135332,43,1400,25
135331,44,1423,46
135330,46,1462,12
135372,44,1424,10
135371,42,1357,29
135370,42,1358,45
135369,42,1357,45
135368,39,1257,12
135422,33,880,16
135421,29,911,25
135420,23,916,23
135419,19,1272,23
135418,21,1699,42
135474,24,1681,3
135473,19,1409,0
135472,19,1334,21
135471,19,1280,4
135470,13,875,17
135500,13,1168,75
135499,27,1836,3
135498,24,1570,0
135497,21,1457,45
135496,20,1278,0
142123,19,1418,27
142122,25,1781,34
142121,29,2122,54
142212,34,1582,40
142211,31,1408,0
142210,28,1294,43
135552,32,1462,32
135551,39,1753,62
135550,37,1663,0
135549,32,1415,27
135587,31,1403,1
135586,29,1278,5
135585,24,1092,0
135584,14,939,18
135583,21,1496,38
135617,20,1438,14
135616,24,1686,14
135615,24,1682,24
135614,29,2013,28
135613,23,1602,0
135640,23,1609,4
135639,18,1281,0
135638,15,1045,39
135637,14,1002,12
135636,12,881,42
135680,14,959,72
135679,16,1154,45
135678,23,1636,48
135677,25,1753,11
135676,21,1463,2
142209,20,1371,12
135743,20,1371,12
135742,16,1122,12
142208,16,1122,12
142305,25,1776,54
135741,25,1776,54
142304,35,2420,41
135740,35,2420,41
142303,38,1716,49
135739,38,1716,49
142302,37,1637,1
142301,27,1200,0
142437,26,1182,7
142436,24,991,12
142435,22,1022,12
142434,26,1170,58
135795,27,1196,46
135794,28,1271,46
135793,26,1199,5
135792,29,0,60
135791,36,1536,55
135834,30,1536,0
135833,27,64,6
135832,27,1233,39
135831,28,1287,61
135867,32,1443,30
135866,31,1423,37
135865,32,1454,44
135864,32,1459,27
135863,30,1319,52
135914,33,1514,46
135913,34,1544,38
135912,36,1602,38
135911,31,1468,28
135910,35,1597,41
135941,39,1751,49
135940,41,1835,36
135939,43,1941,47
135938,46,1511,43
135937,51,1640,23
135982,52,1687,12
135981,55,1775,36
135980,58,1870,32
135979,61,1949,36
135978,63,2031,42
136029,63,1518,46
136028,66,1613,48
136027,66,1614,30
136026,67,1616,26
136025,66,1613,21
142433,65,1590,25
136055,65,1590,25
142548,66,1606,32
136054,66,1606,32
142547,65,1565,10
136053,65,1565,10
142546,63,1540,25
136052,63,1540,25
136051,64,1545,29
142545,64,1545,29
136101,62,1507,16
136100,62,1513,34
136099,64,1544,31
136098,65,1579,36
136097,64,1548,16
142544,63,1544,32
136163,63,1544,32
142644,64,1559,49
136162,64,1559,49
136161,67,1639,44
142643,67,1639,44
142642,68,1649,24
136160,68,1649,24
136159,67,1644,35
142641,67,1644,35
136186,67,1599,15
142640,67,1599,15
142779,64,1555,16
136184,64,1555,16
142778,64,1550,24
136183,64,1550,24
136182,63,1541,19
142777,63,1541,19
136181,63,1528,16
142776,63,1528,16
136203,61,1473,17
136201,61,1463,17
136198,61,1435,17
136197,58,1391,49
136195,57,1390,49
142775,56,3,60
142914,58,1366,72
142913,61,1483,40
142912,61,1482,18
142911,61,1450,11
142910,59,1450,21
143032,59,1428,41
143031,60,1448,47
143030,0,1500,34
143029,3,1543,54
143028,0,1574,33
143146,65,1584,33
136275,66,1601,32
136274,66,1611,30
136273,66,1607,31
143145,67,1627,37
136361,67,1627,37
143144,68,1642,30
136360,68,1642,30
136359,65,1594,3
143143,65,1594,3
143141,64,1562,38
136358,64,1562,38
143255,67,1623,51
136357,67,1623,51
143254,70,1708,51
143253,72,1757,34
143252,72,1757,26
143251,72,1749,4
143367,67,1636,0
143366,66,1598,0
143365,65,1569,0
143364,63,1527,0
143363,63,1521,0
143457,63,1542,37
143456,65,1568,1
143455,57,1375,0
143454,54,1319,4
136448,54,1319,4
143453,46,888,20
136447,46,888,20
136443,46,1482,47
143526,46,1482,47
136442,51,1649,51
143525,51,1649,51
143524,52,1663,34
136441,52,1663,34
136459,46,1475,0
136458,45,1443,11
136453,45,1455,45
136452,45,1435,36
143523,36,868,20
143522,35,1564,33
143604,40,1812,58
143603,43,1452,21
143602,46,1536,18
143601,46,1489,21
143599,51,1656,57
136550,51,1656,57
143707,54,1748,38
143775,54,1748,38
136549,54,1748,38
143706,58,1857,41
143774,58,1857,41
136548,58,1857,41
136547,59,1882,28
143705,59,1882,28
143773,59,1882,28
136546,57,1834,9
143704,57,1834,9
143772,57,1834,9
136545,55,1741,2
143771,55,1741,2
143703,55,1741,2
136556,48,1524,0
136555,43,1291,0
136554,40,1286,20
136553,44,1442,20
143857,45,1458,37
136561,45,1458,37
136560,45,1472,37
143856,45,1472,37
136559,48,1552,0
143855,48,1552,0
136590,48,1542,0
136589,48,1561,35
136588,49,1589,23
136587,48,1521,23
136586,45,1408,16
136622,44,0,14
136621,48,64,50
136620,50,1648,46
136619,50,1712,53
136618,53,1654,2
136646,44,1406,0
136645,44,1412,21
136644,44,1437,43
136643,39,1498,0
136642,37,1653,25
136692,39,1791,63
136691,47,2105,48
136690,45,2042,0
136689,45,2069,57
136688,50,2237,3
136731,46,1502,0
136730,44,1447,15
136729,47,1522,52
136728,49,1571,4
136727,46,1492,32
136756,46,1438,8
136755,40,1277,0
136754,37,1709,56
136753,42,1908,41
136752,42,1883,4
143854,31,1399,12
136802,31,1399,12
143853,32,1434,12
136801,32,1434,12
143940,34,1544,20
136800,34,1544,20
136799,31,1422,9
143939,31,1422,9
136798,30,1375,30
143938,30,1375,30
143937,35,1575,49
136808,35,1575,49
136807,37,1660,52
143936,37,1660,52
136806,35,1596,3
144017,35,1596,3
136805,33,1475,9
144016,33,1475,9
144015,22,864,0
136804,22,864,0
144014,11,904,23
144013,4,877,34
144129,10,1301,57
144128,20,1981,0
144127,26,1824,51
136884,28,1946,41
136883,29,1322,37
136881,33,1474,42
136880,33,1516,48
136877,41,1834,40
136903,41,1802,40
136899,41,1784,40
136898,40,1785,37
136897,36,1655,25
136894,41,1777,36
144126,45,2091,41
136961,45,2091,41
136960,48,1528,30
144124,48,1528,30
136959,47,1564,0
144212,47,1564,0
144211,49,1564,12
136958,49,1564,12
136957,49,1561,0
144210,49,1561,0
144209,47,1473,0
144208,46,0,5
144301,46,0,14
144300,45,1467,5
144299,43,1361,0
144298,38,1236,60
144297,38,1233,53
144362,40,1294,65
144361,41,1317,5
144360,39,1249,5
144359,38,1252,70
144358,41,1315,44
137006,36,909,0
137005,38,1725,51
137004,46,2081,55
137034,52,2147,2
137033,48,1536,0
137032,43,1398,61
137031,43,1388,48
137030,47,1535,25
144405,49,1593,34
144404,49,1592,34
144403,53,1710,53
144402,55,1763,38
144401,54,1738,32
144498,53,1726,31
144453,53,1726,31
144452,58,1871,50
144497,58,1871,50
144496,60,1954,30
144451,60,1954,30
144495,62,1993,30
144450,62,1993,30
144449,55,1779,0
144494,55,1779,0
144575,53,1740,7
144574,53,1703,43
144573,57,1839,51
144572,61,907,10
144571,64,1550,79
144658,68,1652,79
144657,70,1708,34
144656,67,1576,7
144655,56,1383,9
137186,56,1383,9
144654,57,1388,65
137185,57,1388,65
144699,54,1287,12
137184,54,1287,12
137198,53,1286,77
137197,53,1289,50
137196,51,1231,0
137195,46,1496,31
137237,43,1410,18
137236,44,1410,51
137235,47,1512,50
137234,50,1622,43
137233,50,1628,2
137232,49,1581,20
137259,48,1533,16
144698,48,1533,16
144697,47,1506,16
137258,47,1506,16
137257,50,1644,16
144696,50,1644,16
144695,52,1674,27
137256,52,1674,27
137295,56,1751,27
137294,64,2017,67
137293,67,2175,68
137292,62,2010,0
137291,65,2010,49
144775,64,2124,39
144774,66,2134,0
144773,66,1602,31
144772,66,1602,32
144771,66,1645,37
144852,68,1654,24
137352,68,1700,33
144850,68,1700,33
137351,70,1699,22
144849,70,1699,22
144848,70,1693,28
137350,70,1693,28
137349,65,1567,0
144847,65,1567,0
137348,64,1544,10
145034,64,1544,10
145033,59,1429,0
137347,59,1429,0
137385,54,1318,0
137384,50,1222,0
137383,53,1291,47
137382,52,1263,0
137391,48,1187,0
137390,48,1171,12
137389,50,1221,52
137388,51,1211,14
145032,48,1135,0
145031,47,1507,53
145030,50,1603,24
145029,49,1560,25
145081,50,1595,19
145080,49,1585,57
145079,53,1726,56
137438,53,1726,56
137437,56,1795,28
145078,56,1795,28
145077,52,1672,0
137436,52,1672,0
137435,52,1692,50
145151,52,1692,50
137434,55,1761,53
145150,55,1761,53
145149,60,1929,6
137433,60,1929,6
137490,62,1973,14
137489,62,1978,9
137488,60,1920,3
137487,59,1910,51
137517,63,2021,47
137516,63,2028,39
137515,62,1331,0
137514,63,1544,7
137569,65,1569,40
137568,67,1631,40
137567,57,1381,0
137566,51,887,24
137565,38,909,23
137601,8,921,23
137602,19,919,22
137600,3,921,25
137599,0,881,24
137598,0,759,44
137639,0,778,42
137638,0,772,43
137637,0,786,41
137636,0,777,41
137634,0,772,43
137689,0,786,43
137688,0,781,44
137687,0,0,41
137686,0,768,43
137685,0,768,43
137735,0,774,45
137734,0,772,46
137732,0,787,43
137731,0,776,47
137726,0,780,46
137765,0,783,43
137764,0,772,45
137763,0,787,43
137762,0,777,48
137761,0,778,45
137834,0,802,65
137832,5,900,53
137831,4,919,30
137830,2,921,27
137829,1,922,26
137885,0,743,44
137884,0,773,44
137883,0,785,44
137882,0,774,47
137881,0,781,44
137931,0,785,46
137930,0,773,45
137929,0,785,45
137928,0,769,46
137925,0,778,42
137979,13,1703,53
137978,24,1705,63
137976,40,2421,1
137975,45,2039,0
137971,44,1940,12
138025,41,1873,16
138024,46,1680,0
138023,41,1325,0
138022,39,1244,2
138020,40,1295,36
138110,42,1385,71
145148,42,1385,71
145147,47,1514,73
138109,47,1514,73
138108,49,1551,3
145228,49,1551,3
145227,45,1431,10
138107,45,1431,10
138106,45,1478,69
145226,45,1478,69
145225,47,1548,12
145224,52,1681,40
145305,50,1605,11
145304,47,1509,12
145303,48,1571,47
145302,53,1704,45
145301,56,1801,44
145405,58,1857,44
145404,57,0,29
145403,61,1922,64
145402,71,2271,83
145398,72,1726,83
138205,72,1738,11
138204,66,1738,0
138203,61,1468,0
138262,59,1431,14
138261,59,1431,8
138260,59,1280,0
138259,58,1481,69
138258,58,1540,34
138289,61,1491,38
138290,61,1484,0
138288,67,1626,85
138287,69,1634,36
138286,72,1772,3
145494,66,1604,0
138369,66,1604,0
145493,59,1432,0
138368,59,1432,0
138367,56,1375,61
145492,56,1375,61
138366,54,1111,0
145491,54,1111,0
138365,51,1656,61
145490,51,1656,61
145564,52,1675,25
145563,56,1824,100
145562,67,2164,86
145561,70,2273,96
145560,67,2155,0
145641,57,1816,0
138454,49,1560,0
138453,48,1574,71
138452,59,1927,100
138451,72,2345,96
138450,75,1839,98
138449,80,1938,28
138509,79,1910,9
138508,75,1824,0
138507,71,1728,0
138506,69,1673,3
145640,67,1628,0
138575,67,1628,0
145639,65,1579,11
138572,65,1579,11
145638,66,1609,7
138571,66,1609,7
145637,56,1359,0
138570,56,1359,0
138579,49,877,23
138578,49,914,21
138577,50,917,20
138576,46,917,21
138574,43,918,21
145716,41,919,21
145715,38,920,21
145714,39,917,21
145713,40,919,21
145712,40,920,21
145790,39,1027,21
138636,48,2208,99
138635,56,1786,20
138634,56,1666,0
138633,47,1509,4
138632,46,1490,8
138631,42,1345,0
138647,38,1253,31
138646,38,1256,32
138645,38,1209,32
138684,31,1518,0
138683,35,1522,47
138682,39,1894,54
138681,44,0,45
138680,51,1658,45
138722,52,1660,12
138721,3,1645,9
138720,3,1664,5
138719,51,1684,37
138718,53,1702,33
138777,55,1811,41
138776,57,1842,31
138775,60,1927,26
138774,60,1927,6
138773,57,1818,26
138795,59,1919,82
138794,72,2345,87
138793,73,1791,14
138792,76,1842,3
138791,64,1565,0
138823,59,1419,0
145789,59,1419,0
145788,53,1338,14
138822,53,1338,14
145787,57,1394,76
138821,57,1394,76
138820,59,1421,4
145786,59,1421,4
145873,60,1452,63
138819,60,1452,63
138856,63,1491,7
138855,60,1469,24
138854,58,1413,0
138853,54,1296,0
138850,51,1236,52
138894,54,1308,56
138893,55,1337,40
138892,58,1396,44
138891,57,1387,2
138890,55,1342,26
138934,56,1371,65
138933,59,1423,45
138932,61,1493,56
138931,61,1498,55
138930,62,1512,60
138973,59,1433,5
138972,56,1357,52
138971,54,1314,31
138970,54,1315,50
138969,54,1325,76
139006,56,1366,60
139005,57,1394,23
139004,58,1427,81
139003,61,1487,33
139002,59,1374,0
145872,52,1276,0
145871,51,1216,0
145870,50,1249,47
145868,52,1288,47
145936,53,1253,47
145935,49,1246,0
139068,43,912,0
139067,47,1523,4
139066,47,1523,1
139065,46,1298,1
139103,31,1152,24
139102,30,1388,22
139101,30,1388,24
139100,34,1495,45
139099,34,1731,37
139126,41,1883,45
139125,43,1411,0
139124,43,1375,16
139123,43,1377,28
139121,44,1434,45
139195,48,1558,43
145934,48,1558,43
145933,51,1657,41
139194,51,1657,41
139193,53,1703,31
145932,53,1703,31
146033,55,1780,38
139192,55,1780,38
146032,58,1888,43
139191,58,1888,43
139215,57,1837,5
139212,64,2080,84
139211,69,1869,0
139210,70,1704,65
139208,70,1702,62
139265,72,1762,57
139264,72,1760,32
139263,72,1754,8
139262,71,1166,0
139259,70,906,21
139280,71,917,20
139279,65,916,21
139278,60,917,21
139277,59,919,21
139276,57,919,21
139303,54,917,22
139302,36,920,22
139301,32,1437,35
139300,34,1587,32
139299,44,1979,72
139343,50,2272,49
139342,52,2356,41
139341,50,2241,1
139340,42,1885,0
139339,34,1573,17
139360,40,1814,44
139359,34,1428,0
139358,24,901,23
139357,22,916,22
139356,26,1167,80
139389,27,1227,6
139388,18,871,24
139387,15,1082,23
139386,15,1102,27
139385,14,977,12
139418,13,995,23
139417,13,928,81
139416,17,1250,3
139415,24,1596,49
139414,27,1859,30
139459,23,1496,2
139458,12,874,25
139457,10,832,62
139456,10,889,75
139455,10,841,70
139481,0,922,79
139480,0,924,74
139479,17,1227,70
139478,17,1107,46
139477,21,1787,72
146031,33,1492,52
139514,33,1492,52
146030,39,1749,32
139513,39,1749,32
139512,39,1766,38
146029,39,1766,38
139511,40,1782,7
146141,40,1782,7
139510,36,1647,45
146140,36,1647,45
146139,41,1874,30
146138,42,1878,8
146137,40,1811,3
146254,35,1544,0
146253,22,935,22
146252,23,1608,45
139591,23,1589,0
139590,15,1113,52
139589,23,1637,16
139588,25,1781,33
139625,29,2037,21
139624,29,2054,1
139623,26,1815,0
139622,20,1390,0
139621,12,851,26
139661,17,1244,52
146251,17,1244,52
139660,20,1365,9
146250,20,1365,9
146355,20,1378,6
139659,20,1378,6
139658,21,1489,14
146354,21,1489,14
146353,20,1434,0
139657,20,1434,0
139759,17,1170,0
146352,17,1170,0
146351,12,859,24
139758,12,859,24
146463,10,789,94
139757,10,789,94
146462,13,906,21
139756,13,906,21
139755,18,922,23
146461,18,922,23
146460,18,922,23
139754,18,922,23
139771,6,920,22
139770,2,913,40
139769,4,909,45
139768,11,1534,50
146459,16,1312,37
146585,26,1771,10
146584,26,1848,0
146583,23,1647,12
146582,30,2140,46
146581,35,1600,60
139840,37,880,20
139839,26,907,21
139838,15,916,21
139837,14,917,23
139836,12,920,22
139869,4,918,22
139868,2,921,23
139867,0,921,21
139866,0,756,39
139909,0,778,40
139908,0,777,40
139907,0,778,40
139906,0,778,41
139905,0,779,41
139956,0,779,40
139955,0,778,42
139954,0,781,41
139953,0,766,27
139952,0,782,23
140003,0,779,23
140002,0,779,23
140001,0,781,22
140000,0,778,23
139999,0,780,23
140061,0,781,23
140060,0,783,22
140059,0,783,22
140058,0,783,22
140057,0,783,22
140115,0,783,22
140114,0,783,22
140113,0,783,22
140112,0,783,22
140111,0,783,22
140192,0,783,22
140191,0,783,22
140190,0,783,22
140189,0,0,0
140188,0,0,0
140232,0,0,0
140231,0,0,0
140230,0,0,0
140229,0,0,0
